Customer_ID,Day Mins,Eve Mins,Night Mins,Intl Mins
798-9795,2379.8,1976.7,4775.3,161.2
798-9796,5513.91,11083.52,6212.93,226.53
798-9797,11080.3,11199.3,7630.4,213.0
798-9858,66104.54000000001,59524.719999999994,25314.92,1052.82
798-9876,5553.41,6068.2,9736.61,382.3
798-9877,9721.81,6620.3099999999995,25384.5,285.41
798-9878,9937.599999999999,12731.9,12235.52,539.1
798-9879,2492.5,2360.4,2406.0,130.1
798-9887,20808.62,18940.739999999998,21607.1,1076.02
798-9897,6607.400000000001,6676.7,5954.7,340.9
798-9899,18228.8,18609.12,53776.12,750.7
798-9955,11272.01,9307.22,6676.32,688.1999999999999
798-9957,71444.3,58300.92,59531.3,454.53
798-9959,47320.01,5393.31,9821.82,693.2
798-9967,15985.03,9683.21,34691.420000000006,466.2
798-9969,8642.12,8168.91,32457.2,371.71999999999997
798-9975,12247.2,11514.519999999999,12341.3,630.8
798-9977,2079.0099999999998,4085.4,3972.3,183.2
798-9978,12443.539999999999,19245.62,13246.11,633.05
798-9979,10037.51,6945.0,7562.3,405.3
798-9986,7573.22,11972.5,53855.520000000004,321.82
798-9988,8275.02,16118.02,8359.72,363.82
798-9989,15654.609999999999,10454.54,15530.01,511.81
798-9995,12554.22,17391.24,26307.62,627.8199999999999
798-9998,7668.2,5559.72,8464.43,272.90999999999997
798-9999,8208.21,9706.0,14785.73,900.3
799-5557,7551.42,12223.519999999999,12922.199999999999,568.2
799-5568,27776.02,21195.62,20016.899999999998,1642.82
799-5569,11070.72,8551.82,11486.9,396.21999999999997
799-5577,12004.8,12135.44,7619.2,406.5
799-5579,7911.0,7707.82,10401.5,292.22
799-5585,9920.32,12206.2,13616.31,588.0
799-5586,7922.9,13548.32,11167.519999999999,538.62
799-5596,47785.5,9856.02,5369.12,437.6
799-5597,3958.4,2247.91,4115.31,113.2
799-5599,7512.9,9687.91,49690.81,296.6
799-5659,10681.0,53800.0,9854.5,709.8
799-5677,4155.8099999999995,2440.4,2403.0,342.8
799-5687,9767.2,11921.52,11249.4,257.42
799-5697,11667.23,9793.22,9515.7,580.5
799-5757,37566.21,15308.0,13673.6,700.83
799-5766,9479.74,15376.11,43045.61,693.0
799-5767,13673.0,29450.600000000002,7726.099999999999,538.8
799-5768,12195.81,5997.099999999999,7860.22,319.83
799-5777,4189.7,3040.7,4609.599999999999,143.71
799-5779,48252.31,12328.1,8757.72,444.31
799-5785,7591.92,5656.1,10793.4,315.9
799-5787,2388.0,4155.1,4329.51,134.6
799-5855,6259.62,7324.6,29729.8,390.3
799-5888,11776.74,50254.7,56543.82,422.8
799-5895,11263.9,7536.2,13041.0,343.01
799-5956,16019.3,8561.22,7907.8,393.59999999999997
799-5957,56439.299999999996,56898.0,61963.92,1171.8
799-5959,27857.129999999997,28160.76,65742.42,1706.8400000000001
799-5967,11602.619999999999,49901.22,8179.4,588.7
799-5976,4162.099999999999,2631.0,23939.91,95.5
799-5977,12148.3,11752.119999999999,12513.32,573.12
799-5989,63997.72,22398.23,18378.11,913.6
799-5995,14367.34,21561.21,20059.6,1014.53
799-5996,6446.4,11410.0,31990.71,323.8
799-5997,15694.63,10394.4,11270.63,515.8100000000001
799-6558,17639.1,61567.54,18182.1,1064.7
799-6559,11626.42,12271.24,8547.9,583.0
799-6567,13351.02,15959.52,16612.82,478.12
799-6568,4741.9,11598.1,11486.93,638.03
799-6577,19759.52,61088.340000000004,21350.32,1106.8999999999999
799-6578,11674.62,10088.24,11925.24,344.0
799-6585,8896.9,53907.7,53801.1,656.3
799-6668,17732.22,13722.599999999999,29988.420000000002,657.7
799-6687,5090.8,7956.9,6089.43,383.7
799-6695,11925.1,12891.720000000001,12226.92,492.91999999999996
799-6777,7891.82,30907.8,7727.42,269.9
799-6779,12017.92,50155.2,11671.84,629.52
799-6785,13035.8,17102.02,10069.02,450.42
799-6786,52689.0,12448.82,7610.32,1050.3
799-6789,8927.699999999999,7843.2,11544.23,397.71999999999997
799-6797,6901.83,11552.2,9812.81,476.42
799-6855,11865.52,9868.8,8824.52,422.2
799-6897,14042.8,8561.7,14274.199999999999,628.33
799-6969,16399.02,8234.4,12096.699999999999,511.8
799-6975,48533.0,10920.0,15719.22,522.54
799-6989,7653.32,10477.03,13925.9,916.3
799-6995,13389.5,8707.0,10661.12,399.92
799-7558,7058.52,47856.12,6262.2,470.4
799-7568,7743.1,17156.52,15568.52,938.72
799-7577,2455.01,4726.4,4769.01,97.2
799-7578,6087.9,6047.2,49027.1,361.13
799-7579,9800.62,9798.4,6818.5,378.0
799-7585,8384.6,8320.3,11343.8,717.83
799-7596,11427.5,9925.0,6001.099999999999,424.31
799-7597,2225.71,23310.699999999997,2325.41,160.7
799-7599,9197.21,30727.4,5994.03,473.59999999999997
799-7667,11620.01,27297.5,50321.11,287.9
799-7669,49301.4,49469.82,8441.71,468.31
799-7686,25470.420000000002,48542.43,12233.11,464.3
799-7687,2383.11,4394.799999999999,2090.0,139.7
799-7756,25372.0,46417.31,5405.12,271.51
799-7758,2754.7,13093.11,23319.800000000003,130.1
799-7765,14097.199999999999,16256.0,13832.2,1192.32
799-7768,2041.4,4688.6,3454.31,153.6
799-7769,2171.7,4304.610000000001,2262.4,170.81
799-7775,27477.010000000002,21690.93,88454.33,1132.36
799-7776,2373.11,2502.1,2350.5,314.9
799-7777,5260.7,6665.2,6633.9,529.91
799-7778,7719.0,46496.21,7586.8,533.61
799-7788,8656.4,10555.24,15976.3,656.12
799-7795,32648.31,13571.4,33212.63,364.01
799-7797,7067.11,9566.4,7271.009999999999,372.71999999999997
799-7798,8810.4,30604.4,13597.82,747.31
799-7799,11525.63,20364.04,17825.52,1071.75
799-7857,54081.9,98330.03,23794.23,917.9399999999999
799-7859,18828.399999999998,46181.899999999994,17126.91,1037.22
799-7865,6977.12,12061.44,10883.119999999999,482.3
799-7885,11640.199999999999,33599.52,10299.91,490.31
799-7886,8304.22,91118.1,50430.740000000005,659.02
799-7887,10904.099999999999,8418.8,12127.9,536.7
799-7889,10058.9,8266.64,8330.3,267.03
799-7897,34261.8,12841.41,10954.41,577.63
799-7898,18693.1,20686.32,25753.84,2364.2400000000002
799-7899,4572.81,9573.3,26969.100000000002,487.62
799-7966,17578.12,23305.01,21871.3,856.8199999999999
799-7968,9267.02,8066.299999999999,11873.41,474.92
799-7969,129190.85,16282.72,17946.8,773.11
799-7977,7485.5199999999995,11615.4,31052.0,883.0
799-7978,15843.34,42619.560000000005,18983.5,1628.14
799-7979,20976.5,18652.6,14703.5,1036.32
799-7985,11160.82,7796.3,11535.81,277.12
799-7988,48122.42,14042.91,7871.72,340.9
799-7995,96726.04,70268.62,33390.72,2047.54
799-7997,21997.5,20605.82,23963.82,1177.41
799-8556,8281.1,54371.5,51350.22,466.0
799-8559,6257.5,9881.02,48157.6,393.71
799-8589,8042.9,8430.1,10029.800000000001,540.34
799-8656,7684.3,6461.33,9837.5,415.21999999999997
799-8667,5920.400000000001,5010.099999999999,6377.22,770.3
799-8675,23372.0,5218.700000000001,4150.5,248.39999999999998
799-8677,5981.5199999999995,7001.7,7799.92,333.41
799-8695,26832.100000000002,8860.0,49517.42,478.09999999999997
799-8769,5745.91,7668.51,5574.1,398.2
799-8797,3550.2,4001.61,2123.0,88.4
799-8799,28129.74,21542.81,69054.35,690.22
799-8857,8029.4,20597.11,8120.93,565.3299999999999
799-8859,7711.8,7371.8,12572.94,858.32
799-8867,3677.2999999999997,4152.3,2202.51,160.5
799-8869,6693.6,11993.3,9803.93,378.7
799-8886,27531.05,23181.3,27429.05,1708.6499999999999
799-8887,7760.93,6259.93,9554.0,801.82
799-8895,11491.44,12476.4,15949.019999999999,400.9
799-8896,7851.4,91691.62000000001,13525.0,446.2
799-8959,9286.9,6044.43,5679.9,354.2
799-8967,11519.02,11613.9,8119.8,350.11
799-8985,48683.12,15581.32,8537.02,1029.82
799-8995,6031.3,9510.82,11535.199999999999,374.51
799-8998,12239.41,28990.23,8097.22,671.7
799-9558,15240.02,68548.42,24118.64,723.22
799-9566,8107.14,11698.4,15210.599999999999,424.82
799-9568,8903.2,50493.82,18415.12,1012.22
799-9575,4382.11,4309.2,4078.1,136.6
799-9578,10194.01,7730.42,9534.8,439.90999999999997
799-9579,28760.36,14407.2,19769.11,1127.6
799-9595,12176.71,11677.82,11580.6,644.02
799-9596,15763.82,14739.6,10520.2,514.62
799-9598,11814.199999999999,50150.24,8451.8,534.32
799-9599,21353.83,55815.3,38764.31,564.62
799-9655,9676.61,10135.11,28363.11,353.0
799-9658,11863.1,12583.8,56202.72,683.52
799-9687,9844.130000000001,11620.6,8996.82,424.32
799-9697,13105.5,10235.61,13085.11,627.02
799-9699,5352.72,12054.51,11825.11,683.8
799-9756,36600.9,58579.0,17427.21,723.84
799-9757,2221.1,2300.3,5037.41,143.51
799-9758,52658.0,35475.630000000005,74381.01,1179.9
799-9765,17985.5,63351.62,21377.6,971.32
799-9769,15764.15,30967.23,26796.61,906.18
799-9777,31083.300000000003,48024.4,21300.8,338.9
799-9785,13866.24,50179.520000000004,11443.62,738.84
799-9787,17313.72,17624.72,18212.82,1143.12
799-9796,22667.260000000002,56435.600000000006,47524.42,1062.44
799-9797,29743.309999999998,27280.12,31762.329999999998,1564.95
799-9798,6879.3,9242.199999999999,11595.4,301.5
799-9855,19398.04,32450.6,23062.9,1715.64
799-9859,9371.82,26917.91,6034.7,383.11
799-9868,8348.9,7834.52,8274.3,601.8
799-9875,5855.9,8568.42,9824.6,435.2
799-9877,5532.7,6149.099999999999,6139.1,357.72
799-9878,10540.1,232486.9,8790.72,516.72
799-9885,13473.12,13575.64,54441.22,554.24
799-9888,11081.04,10986.699999999999,11885.0,641.2
799-9898,6048.8,9875.9,30880.32,1075.82
799-9899,12014.1,7597.84,12821.22,489.12
799-9959,5685.599999999999,9855.0,12154.11,757.91
799-9966,11403.82,53608.020000000004,12739.4,585.1
799-9967,5235.33,8221.93,6027.6,185.51
799-9976,10051.61,6623.6,10153.2,406.3
799-9977,2170.9,4391.3,4271.0,120.8
799-9978,31838.399999999998,119724.41,71633.54000000001,2052.8
799-9979,65813.84,25794.14,100374.44,1235.24
799-9987,58095.86,70818.81999999999,111965.94,1694.32
799-9989,29259.000000000004,10577.1,9584.11,454.52
799-9995,22973.73,40636.15,22476.74,1240.42
799-9996,8568.6,49103.31,7574.099999999999,352.71
799-9997,33905.42,57705.65,31227.649999999998,1609.74
799-9999,24950.13,33694.33,19844.4,1318.05
955-5569,53016.4,50354.72,90830.9,1161.1200000000001
955-5577,2361.1,2454.91,2483.5,198.2
955-5579,48254.5,10233.01,9890.42,533.3
955-5758,7783.4,8557.8,50220.4,817.02
955-5865,11485.92,15794.34,8077.92,582.22
955-5879,16178.740000000002,15701.52,29508.020000000004,342.0
955-6685,13914.699999999999,51219.81999999999,12030.3,574.9
955-6698,11759.22,19419.719999999998,73789.2,529.0
955-7758,8208.9,10413.119999999999,49498.32,533.2
955-7799,1932.21,4253.8,2051.51,154.7
955-7855,11760.1,11692.2,12222.42,401.6
955-7959,11857.72,7991.01,11640.9,329.61
955-7977,2319.9,4250.2,2218.2,357.31
955-8568,7163.54,15573.6,11690.6,686.8199999999999
955-8777,11913.4,11889.72,8006.099999999999,912.02
955-8799,11840.2,72507.02,13718.52,650.42
955-9597,4220.2,2312.21,4135.8,139.79999999999998
955-9599,7861.599999999999,9442.03,11168.7,291.02
955-9799,17787.45,25764.92,40185.41,865.8
955-9956,16860.12,16974.7,53101.2,355.82
955-9969,10821.8,33461.9,12168.9,645.0
955-9979,5900.9,48336.12,5793.7,629.11
957-5595,2354.61,4311.7,2386.2,152.9
957-5659,2447.81,13134.31,2362.3,127.8
957-5757,2367.8,4155.9,1932.31,144.8
957-5955,4341.4,2431.8,2344.2,95.3
957-5999,2184.5,2767.1,4830.6,171.2
957-6568,4054.7,4129.62,3960.01,170.4
957-6699,3744.81,2309.5099999999998,2477.7,334.3
957-7556,2100.41,4156.110000000001,4079.11,401.9
957-7558,2306.5,3028.4,4443.2,152.81
957-7578,23326.0,2338.0,23329.5,143.8
957-7579,3310.6099999999997,2386.0,5252.099999999999,154.8
957-7585,2457.8,23235.7,2402.2999999999997,186.60999999999999
957-7756,2861.21,4457.71,4180.41,158.7
957-7789,4288.8,2370.3,2424.5,159.0
957-7969,4025.7,3945.2,4311.0,295.3
957-7989,3800.2,23210.4,2245.71,163.3
957-8575,2532.6,2342.3,2493.71,202.5
957-8577,2029.9,2351.8,2614.0,102.1
957-8797,1917.6999999999998,1793.3,4173.099999999999,171.01
957-9755,23411.7,2339.11,4250.5,205.21
957-9799,3817.6,2537.4,5594.5,168.81
957-9879,2406.7,4229.81,4479.51,161.10999999999999
957-9896,1981.3999999999999,4205.0,4265.110000000001,340.91
957-9987,2338.7,4518.4,4327.0,138.0
958-5655,15391.82,50452.62,12035.0,614.9
958-5695,58021.1,10675.25,10473.0,1664.7
958-5779,1947.6999999999998,2491.3,5001.7,78.0
958-5796,8698.42,54172.82,34193.92,527.3
958-5888,15123.42,35591.12,7829.62,541.84
958-5979,8943.0,5835.0,8596.0,194.7
958-5998,14970.62,15697.8,8340.22,727.52
958-6757,5135.2,4353.1,3355.0,108.7
958-6759,50089.12,53296.2,56167.020000000004,652.4
958-6788,15614.220000000001,13010.720000000001,12143.3,586.62
958-6855,7882.4400000000005,15622.82,10648.220000000001,543.14
958-6959,9297.8,11823.699999999999,6937.5,438.82
958-6965,12222.8,11562.32,12038.4,451.7
958-6979,3641.7,4231.91,2406.4,318.41
958-6999,7644.3,7599.11,12288.9,445.11
958-7559,2356.6,4662.21,2451.41,99.5
958-7695,12259.0,11959.44,11804.32,435.62
958-7785,23040.3,4326.6,4281.01,181.79999999999998
958-7787,4996.61,6604.51,4784.71,519.21
958-7789,10029.8,5865.12,9589.32,325.61
958-7795,1706.8,3978.9999999999995,4001.3100000000004,101.8
958-7796,12394.699999999999,8160.2,49768.32,583.62
958-7857,62940.44,61724.22,21358.72,1514.01
958-7858,56822.100000000006,9087.3,12468.220000000001,567.44
958-7866,8290.92,13451.1,16323.3,859.4200000000001
958-7895,13513.71,16207.31,9863.8,518.6
958-7995,5156.5199999999995,7073.099999999999,7307.11,333.3
958-8595,8305.7,50582.1,15022.5,493.8
958-8788,13382.6,11922.5,11833.3,816.44
958-8897,12245.02,8557.199999999999,15759.3,420.3
958-8957,90853.5,14783.4,49873.1,531.02
958-8975,8155.84,11706.5,9777.1,781.8199999999999
958-9559,10010.9,13281.23,6145.71,259.3
958-9575,11426.4,15273.62,49804.4,597.42
958-9785,68000.3,50158.6,12197.71,431.09999999999997
958-9787,9819.71,49625.31,9849.03,679.4
958-9878,6890.9,12264.32,11943.4,519.62
958-9889,22117.82,16797.2,69198.42,1099.72
958-9977,13512.12,21293.05,38292.1,711.1
958-9979,10059.3,50164.21,26593.7,504.1
959-5595,5435.01,9290.1,9590.62,324.62
959-5659,5675.41,21031.71,10475.599999999999,295.7
959-5757,4811.7,7670.299999999999,8917.61,301.2
959-5955,49485.4,5892.3,6044.8,324.42
959-5999,5694.0,10299.220000000001,12252.32,365.82
959-6568,6255.4,8806.82,9683.82,398.8
959-6699,28604.33,5558.8099999999995,6216.4,598.7
959-7556,9498.63,7965.21,7642.51,748.62
959-7558,9579.199999999999,7220.12,8148.599999999999,394.51
959-7578,30923.6,9544.699999999999,30467.2,270.7
959-7585,6196.5,30803.2,5718.8,460.31
959-7599,7510.51,9804.6,14032.0,399.7
959-8575,10736.4,9473.1,6151.110000000001,411.7
959-8577,5570.9,5573.099999999999,6752.0,293.0
959-8999,9131.9,9059.12,11704.6,459.11
959-9755,32130.72,5885.43,7555.6,495.33
959-9756,9451.699999999999,5664.62,11134.6,726.5
959-9879,6638.7,8215.210000000001,50555.01,440.61
959-9896,4934.9,11293.92,49560.530000000006,991.81
959-9969,9849.52,7290.4,7722.0,540.32
959-9989,32299.82,44025.5,19941.329999999998,1154.2
959-9999,7470.92,10243.720000000001,9450.1,439.91
975-5558,4425.01,2381.3,2458.4,197.1
975-5585,2141.71,13215.2,4429.21,240.5
975-5697,4750.0,5007.0,2419.7999999999997,110.00999999999999
975-5775,2271.1,2487.1,2799.9,81.61
975-5776,2286.4,5187.4,4306.1,108.6
975-5797,1944.3999999999999,4350.4,2356.2,162.71
975-5865,4264.31,3828.1,4339.0,174.2
975-5888,2195.21,4351.7,3215.6,210.5
975-5975,5079.2,2596.61,2444.5,121.0
975-5976,4080.2,4053.2,2053.0,174.11
975-5997,2341.3,4282.31,2531.11,197.0
975-5999,1976.4,2125.1,4636.0,143.3
975-6578,4046.1000000000004,4323.599999999999,23504.71,140.6
975-6595,3933.1,2760.21,4071.5,116.71
975-6687,2289.41,4662.9,23340.0,153.0
975-6757,2274.4,4469.61,2372.71,219.2
975-6777,6889.41,2222.6,2049.21,128.8
975-6778,2479.5099999999998,3356.2,2924.7,183.91
975-6795,2182.31,4772.9,4420.6,140.5
975-6797,3680.4,2087.51,2018.4,337.3
975-6879,4353.9,3070.11,2415.7,134.79999999999998
975-7557,4113.7,4687.599999999999,4323.7,228.51
975-7577,23163.3,1787.21,4159.91,166.79999999999998
975-7578,23207.3,4448.01,4068.5,128.7
975-7587,2380.1,4418.099999999999,2347.4,371.8
975-7686,4379.21,4380.3,4512.2,125.3
975-7689,2176.4,4691.7,2322.9,188.4
975-7756,2201.5,2700.4,2512.0,95.7
975-7758,6387.82,4530.82,25163.71,303.7
975-7797,4706.1,26042.100000000002,6676.61,318.6
975-7799,1980.4,23206.2,4489.3,113.5
975-7858,4619.9,2217.0,4121.71,131.8
975-7876,7045.31,7150.4,6898.2,262.21
975-7898,2423.0,4265.3,2881.6,125.69999999999999
975-7978,2137.5,4139.8,1953.11,302.91
975-7989,1967.71,23365.6,4395.7,200.1
975-7997,2768.6,4121.11,2023.8,125.8
975-8588,3940.3999999999996,4140.41,4489.41,66.91
975-8757,2375.31,3322.0,4424.4,161.3
975-8769,8585.4,4615.0,4763.32,297.81
975-8788,1982.81,4304.5,2298.8,203.60999999999999
975-8877,2405.91,2280.2,4380.8,195.1
975-8998,2385.7999999999997,4612.11,2818.7,153.1
975-9557,4740.9,23203.0,2319.4,100.69999999999999
975-9569,23233.21,23296.1,23337.0,101.6
975-9689,2010.6,4792.81,4618.4,179.7
975-9699,2122.4,4132.1,22989.8,128.8
975-9757,2280.3,4379.2,2248.1,80.5
975-9785,2269.5,4250.11,4327.81,174.20999999999998
975-9798,2239.6,4314.71,2144.2,97.81
975-9799,4330.51,4186.3,5127.9,149.7
975-9857,4481.4,25676.6,6723.7,340.1
975-9875,2129.2,4249.2,23394.0,96.0
975-9997,4372.91,2365.3,4088.8,143.4
976-5567,1987.1000000000001,2229.7,2271.41,180.2
976-5657,2470.31,3887.71,4340.01,202.29999999999998
976-5665,3791.4,4409.21,2427.71,65.6
976-5668,2475.2999999999997,2491.51,4252.7,177.21
976-5778,2379.31,2400.1,22901.61,200.1
976-5797,2421.71,4365.9,2252.9,85.41
976-5855,2420.11,4436.1,4369.61,150.3
976-5899,2428.11,4311.51,3487.41,182.8
976-6599,3913.0,2354.8,4253.6,102.91
976-6658,4250.8,4399.0,1916.5,117.19999999999999
976-6886,12837.3,4252.81,5082.2,138.51
976-7557,3764.2,2373.5,2204.4,108.5
976-7576,2125.91,5930.3,2122.21,289.81
976-7597,4327.1,2439.3,2270.4,359.51000000000005
976-7676,3914.5,2371.8,2415.1,142.31
976-7679,2290.1,4278.0,4359.61,112.5
976-7699,3900.4100000000003,2152.11,2030.4,63.400000000000006
976-7787,2091.5,4305.9,2111.2,186.9
976-7797,4276.41,4287.81,4120.5,343.31
976-7866,2327.3,2603.5,2299.0,85.2
976-7877,4909.31,2486.4,3053.61,89.0
976-7895,22813.809999999998,2847.9,2225.5,153.9
976-7955,4036.51,2289.71,1808.7,107.8
976-7975,4444.299999999999,4266.81,2142.0,77.7
976-8597,2336.3,3110.5,2807.6,117.91
976-8697,1799.5,4403.0,4269.1,333.29999999999995
976-8787,4156.4,2514.01,2438.81,148.0
976-8799,3330.4,3898.11,5971.4,124.69999999999999
976-8857,2198.9,13122.8,2536.11,123.0
976-8958,4288.099999999999,23293.21,4325.31,96.71000000000001
976-9555,2101.9,2372.6,4921.7,143.4
976-9675,2540.11,3251.81,2323.51,153.2
976-9757,6501.21,7293.01,5935.01,532.91
976-9765,2520.51,2140.1,4183.01,109.5
976-9857,4125.3,2455.7,4017.5099999999998,151.2
976-9969,4464.099999999999,4106.2,4296.3,195.9
977-5557,2177.21,23121.7,4780.6,91.1
977-5565,2423.6,4050.7999999999997,2397.2,145.1
977-5578,4658.599999999999,2208.2,2198.9,110.9
977-5587,4403.9,2578.0,2109.1,108.1
977-5589,4171.5,3335.1099999999997,23432.2,147.2
977-5597,2552.6,4299.6,2412.0,123.21
977-5677,4277.71,4403.42,5870.3099999999995,124.50999999999999
977-5688,23288.11,2365.0,3823.2,143.7
977-5758,2331.7,2573.11,2517.6,160.11
977-5776,4085.6,2439.5099999999998,2516.7,162.9
977-5778,3918.4100000000003,4287.61,2429.3,347.7
977-5779,25417.320000000003,6792.7,6672.610000000001,329.71
977-5786,2241.31,4252.099999999999,2316.0,159.51
977-5796,1876.3,4825.61,3967.4999999999995,358.1
977-5798,29197.91,9311.41,11183.41,697.4
977-5799,2563.41,5022.0,2451.8,225.7
977-5859,6796.21,9695.9,6811.2,309.51
977-5867,3889.8,23245.0,23280.0,355.11
977-5875,23077.410000000003,3983.9,4734.5,213.0
977-5877,1863.6999999999998,2417.5,3877.01,191.79999999999998
977-5878,23273.9,4442.91,5146.4,174.31
977-5879,3837.9,4028.4,2011.7,147.61
977-5958,6700.5,5018.3,4774.7,681.61
977-5977,2292.81,5375.099999999999,4145.61,62.510000000000005
977-6555,3627.1,2503.2,4331.0,185.3
977-6577,2374.1,23313.100000000002,2383.71,121.6
977-6587,2908.0099999999998,3345.6099999999997,2210.7,171.79999999999998
977-6598,3534.8999999999996,2208.5099999999998,2153.2,182.4
977-6599,23126.600000000002,2294.4,2514.9,181.1
977-6667,2381.4,2469.3,4910.4,177.9
977-6687,4682.099999999999,4415.81,2668.3,290.51
977-6769,4190.110000000001,4282.81,4375.7,178.6
977-6778,3872.3999999999996,2471.1,4347.01,173.81
977-6779,2333.1,2900.7999999999997,2478.2,132.2
977-6788,1872.51,2812.1,4531.81,111.4
977-6796,2464.2,3329.3,4967.0,219.6
977-6857,3626.5,23023.8,24736.4,154.1
977-6899,2345.31,2265.11,4099.599999999999,150.0
977-6986,23245.6,2311.8,4208.610000000001,147.81
977-7557,4182.7,2569.71,4443.9,170.20999999999998
977-7567,1926.1,2094.7,3693.3100000000004,130.5
977-7569,4268.61,13023.01,2327.7999999999997,127.69999999999999
977-7575,2408.0,2291.4,23253.710000000003,66.39999999999999
977-7578,4540.4,5923.51,6930.7,351.4
977-7655,4191.81,4283.099999999999,4238.0,203.61
977-7676,2091.81,3389.9,4403.8,61.9
977-7699,4157.91,2267.2,2384.1,154.7
977-7755,24871.22,6419.91,4211.1,279.40999999999997
977-7757,2375.61,2413.61,4114.2,115.1
977-7768,4379.51,4344.7,2486.41,144.41
977-7775,2433.41,2473.9,2437.2,186.91
977-7776,2063.3,2210.7,2358.7999999999997,385.8
977-7777,3799.1,4056.3999999999996,2100.2,112.6
977-7778,30343.21,9173.71,8796.11,492.8
977-7785,2464.9,2534.1,4285.5,154.7
977-7789,4752.599999999999,2483.1,13556.310000000001,195.7
977-7797,4304.2,4254.3,4376.099999999999,92.21
977-7798,1637.4,2366.2,2197.1,112.81
977-7867,2239.81,4706.6,2412.8,199.39999999999998
977-7878,4300.7,2302.5,5680.8,120.71
977-7888,3429.3,2358.61,4472.8,173.81
977-7895,4569.9,6847.8,6758.8099999999995,329.7
977-7896,2188.51,4043.71,2329.5,121.91
977-7968,4455.71,4279.0,4261.2,189.7
977-7975,2281.6,2483.01,2203.41,81.7
977-7977,27836.309999999998,11411.71,9028.42,407.4
977-7988,3938.71,2612.2,2230.4,68.3
977-7998,23300.4,4765.71,2798.2,151.2
977-7999,1633.8999999999999,2379.6,23208.2,309.0
977-8599,4194.5,4296.0,2337.9,187.41
977-8677,4276.099999999999,2455.3,4386.61,139.0
977-8798,4741.11,2129.91,2528.1,155.0
977-8897,2296.61,2284.31,4442.6,175.1
977-8956,3982.7,2157.2999999999997,4128.3,63.3
977-9559,4390.5,3114.51,4299.61,175.5
977-9566,4461.9,1949.2,2414.61,182.1
977-9569,4313.4,1993.31,4994.4,204.11
977-9575,4280.7,2338.4,2316.41,110.60999999999999
977-9578,2202.81,2207.71,2193.9,136.0
977-9585,23343.5,2366.7,4334.099999999999,110.1
977-9597,4831.9,2100.1,12968.7,339.9
977-9679,2384.41,2296.9,5017.299999999999,104.9
977-9758,4214.599999999999,4401.6,7143.4,226.10999999999999
977-9779,2451.2,4767.91,2183.11,183.1
977-9787,2325.91,4336.5,4284.4,87.60000000000001
977-9789,4705.7,4036.2,2540.5,150.6
977-9855,2234.3,23099.91,2470.5099999999998,315.91
977-9856,4468.3,4328.2,4066.51,104.0
977-9867,23070.3,2428.3,2495.9,165.3
977-9877,8430.1,4693.01,8282.210000000001,292.21
977-9878,23272.809999999998,2377.7,2503.0,118.7
977-9879,7309.599999999999,6622.01,7004.110000000001,387.31
977-9885,2234.4,2299.7,4353.81,146.8
977-9898,2068.5099999999998,2831.3,2607.6,116.19999999999999
977-9899,3987.2999999999997,4544.8,2177.3,172.3
977-9955,4177.7,2155.0,3924.3,67.71000000000001
977-9956,2237.71,2279.1099999999997,2238.91,126.71
977-9957,2008.2,23222.800000000003,4520.0,205.71
977-9989,4330.7,2407.1,2857.81,174.31
977-9998,1811.8,4698.9,4422.21,387.81000000000006
978-5558,4223.01,4944.5,2308.5,118.00999999999999
978-5576,3974.7999999999997,2134.4,2192.8,147.1
978-5578,4468.3,23314.600000000002,4024.0,171.5
978-5777,2099.1,4294.61,4891.9,140.0
978-5778,3803.5,2217.0,4361.9,187.7
978-5788,6105.41,6943.21,6789.9,283.59999999999997
978-5795,23707.3,2465.0,2393.91,135.41
978-5797,4289.1,2402.8,4017.4,97.5
978-5799,3900.9100000000003,3914.2,4116.81,96.8
978-5875,24937.8,2265.8,5062.0,386.3
978-5955,4424.110000000001,4340.5,4386.2,173.6
978-5967,4285.3,2439.8,4217.91,171.6
978-5985,4112.8,4480.81,4268.61,123.3
978-6575,4243.4,2491.7,4592.5,112.0
978-6657,2343.7,2319.7,2905.6,335.31
978-6755,2551.21,4246.099999999999,2461.51,89.30000000000001
978-6777,4126.5,2983.5,4484.71,87.2
978-6797,2510.3,4388.9,2430.5,173.0
978-6955,2295.4,2426.6,2417.6,356.11
978-6975,2243.7,4340.400000000001,4484.5,347.79999999999995
978-7557,2181.41,4695.799999999999,2031.4,145.0
978-7587,2410.0,23039.210000000003,4489.9,104.51
978-7677,2477.9,5145.8099999999995,2354.8,95.11
978-7755,2132.8,2417.71,23415.899999999998,175.29999999999998
978-7759,2451.5099999999998,4480.299999999999,4319.51,116.50999999999999
978-7775,6144.51,6504.41,6499.799999999999,197.91
978-7779,2292.5099999999998,4398.81,2431.81,210.3
978-7785,4263.3,5029.7,2432.7999999999997,309.79999999999995
978-7787,4525.61,4438.02,4440.9,189.61
978-7788,4222.4,4347.0,23604.6,166.3
978-7789,2490.3,2411.2999999999997,2562.2,219.79999999999998
978-7798,6401.2,25988.61,25418.210000000003,259.9
978-7855,3572.1000000000004,4267.7,2330.4,121.39999999999999
978-7877,1878.01,4221.21,4394.21,200.2
978-7896,6031.4,6269.71,4755.3,619.21
978-7956,23221.800000000003,4513.4,2492.0,170.81
978-7978,2219.01,2160.81,4911.01,157.31
978-8557,2213.0,2123.9,2152.2,148.1
